image_id,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
191610.jpg,87.06599,88.36548,174.13197,88.36548,120.85279,159.83755,100.06091,168.934,183.22842,170.2335
202593.jpg,86.45614,87.57895,169.54385,88.70175,121.26316,148.21053,87.57895,167.29825,165.05263,170.66667
188004.jpg,87.63964,87.63964,174.12613,68.03604,131.45946,148.75676,109.54955,167.20721,198.34235,149.90991
193851.jpg,87.652176,89.04348,162.78261,72.347824,130.78261,139.13043,111.30435,166.95653,175.30435,154.43478
198328.jpg,87.67123,87.67123,171.8356,85.33333,120.401825,146.11871,94.68493,169.49771,181.18721,167.1598
193237.jpg,87.08196,87.08196,167.86884,90.2295,122.75409,147.93442,86.03278,166.81966,160.52458,172.06557
194759.jpg,87.720276,87.720276,168.27972,94.88112,119.04895,144.1119,81.454544,170.06993,159.32867,177.23077
199792.jpg,87.44554,87.44554,172.35643,74.77228,141.9406,149.54456,95.04951,169.82178,177.42574,155.88118
074940.jpg,87.720276,87.720276,167.38461,112.78322,121.73427,136.05594,70.71329,170.06993,130.68532,190.65733
043391.jpg,87.3271,88.52336,184.22429,98.09345,127.99999,150.72897,71.775696,168.6729,177.04672,180.63551
109143.jpg,87.652176,89.04348,178.08696,101.565216,141.91304,143.30435,77.91305,171.13043,160.0,180.86957
033039.jpg,87.77143,87.77143,183.58856,62.17143,152.86858,139.70285,111.17714,169.69142,206.99428,141.89714
080973.jpg,87.54978,87.54978,171.77489,76.46753,124.121216,132.98701,101.95671,166.23376,170.66667,158.4762
100160.jpg,87.449036,87.449036,169.2562,88.859505,141.04683,135.40497,95.91185,169.2562,157.97246,169.2562
038279.jpg,87.28603,87.28603,166.3707,83.18535,131.22195,135.90846,103.10297,166.3707,155.82608,165.19908
075663.jpg,87.652176,89.04348,180.86957,100.17391,134.95653,150.26088,80.695656,171.13043,169.73914,178.08696
012702.jpg,87.49367,87.49367,190.1097,82.09282,142.58228,147.98311,92.89451,168.50632,187.94936,164.18564
014259.jpg,88.35398,88.35398,158.58408,61.16814,126.867256,111.00885,122.33628,158.58408,174.44247,142.72566
070433.jpg,87.52137,86.42735,169.57266,87.52137,118.153854,142.22223,108.3077,168.47864,167.38463,168.47864
115940.jpg,86.995674,86.995674,188.95238,95.86147,130.77057,148.50217,80.90044,169.00433,186.18182,177.87013
071772.jpg,87.28753,87.28753,169.36386,59.277355,143.95929,99.012726,129.6285,160.24428,181.08907,141.35368
124872.jpg,88.81632,88.81632,189.82312,101.0068,130.61224,154.9932,71.40136,170.66666,172.40816,181.11565
014276.jpg,87.16846,87.16846,176.72258,82.58064,125.15555,138.73547,87.16846,166.07884,178.19067,164.61075
061535.jpg,87.41463,87.41463,170.92682,105.36585,119.41463,137.36584,77.26829,169.36584,138.92682,183.41463
062416.jpg,86.977234,87.42557,179.78284,89.21891,146.60596,136.29422,99.53065,169.4711,167.67775,169.4711
070754.jpg,88.35398,88.35398,192.56638,74.76106,144.99115,140.46017,95.150444,167.64601,194.83186,156.31859
096085.jpg,87.04,87.89333,170.66667,91.30667,126.293335,139.94667,95.57333,168.96,153.6,173.22667
099612.jpg,88.0,88.0,183.0,69.0,132.0,138.0,103.0,169.0,199.0,151.0
116936.jpg,87.35136,87.35136,172.97298,82.16216,120.21622,141.83784,98.5946,169.51352,181.62163,163.45946
154474.jpg,87.04,87.04,163.84,69.119995,131.84,115.2,111.36,167.68,174.08,151.04
106233.jpg,87.1579,87.1579,160.0,88.84211,122.52631,138.94737,95.1579,169.26315,148.63158,169.26315
116007.jpg,87.720276,87.720276,166.4895,91.3007,119.04895,140.53146,87.720276,170.06993,156.64336,171.86014
140471.jpg,87.08826,87.08826,172.86032,90.81748,128.10968,146.75578,85.11397,169.1311,165.40189,171.1054
078260.jpg,87.38956,87.38956,166.55421,87.38956,122.345375,138.79518,93.55823,169.63855,161.41365,165.5261
061645.jpg,86.974365,86.974365,167.38463,73.29915,114.32479,136.75214,105.02565,169.02565,194.73505,149.33334
107081.jpg,87.493675,87.493675,170.9367,81.01266,135.29114,140.1519,100.455696,169.31647,172.55696,159.59494
152780.jpg,87.35136,87.35136,171.24324,89.081085,116.75676,126.27027,85.62162,169.51352,159.13513,167.78378
007222.jpg,86.976616,87.32875,157.75516,81.69463,112.68226,139.09216,101.41403,168.31912,158.81155,163.74141
067740.jpg,87.20879,87.20879,165.97803,88.61539,125.18681,137.84616,92.83517,168.79121,161.75824,168.79121
018106.jpg,87.37201,87.37201,171.24915,79.50853,112.70989,140.66893,98.73037,169.5017,188.72354,161.63821
057206.jpg,87.41463,88.455284,169.626,85.33333,119.67479,146.7317,97.82114,170.66666,173.7886,167.54471
072046.jpg,87.57895,89.26316,165.05263,90.94737,124.63158,143.1579,94.31579,171.78947,154.94737,171.78947
121791.jpg,87.81395,87.81395,162.23256,84.83721,135.44186,133.95349,96.74419,166.69768,160.74419,166.69768
149417.jpg,87.37201,87.37201,171.24915,92.614334,122.320816,142.41638,86.49829,169.5017,166.00682,170.37543
036087.jpg,88.22599,88.22599,166.32768,66.531075,115.706215,134.50847,108.47458,170.66667,189.46893,147.52542
105209.jpg,87.08196,87.08196,163.67212,90.2295,123.80327,143.7377,91.27869,168.91803,155.27869,168.91803
152221.jpg,87.203186,86.69323,159.10757,80.57371,113.21116,138.70917,101.48207,168.28687,159.10757,162.67729
057483.jpg,87.41463,87.41463,167.80487,82.731705,118.63414,139.7073,97.560974,169.36584,167.80487,164.68292
093791.jpg,87.57895,86.23158,150.90527,60.63158,125.30527,125.30527,132.04211,156.29474,184.58948,142.82106
033419.jpg,79.10113,86.29214,165.39326,86.29214,120.80899,145.25842,76.22472,169.70787,163.95506,172.58427
028889.jpg,86.89051,98.10219,158.83212,101.83942,128.0,142.0146,91.56204,180.32117,145.75183,181.25548
159687.jpg,87.449036,87.449036,167.84573,74.04959,125.531685,138.22589,111.427,167.1405,183.36089,155.85675
013029.jpg,87.77143,87.77143,170.66667,68.26667,134.09525,138.97144,119.466675,165.79048,190.17143,151.16191
138641.jpg,87.449036,87.449036,162.90909,83.92287,126.942154,136.81543,93.09091,167.84573,160.08815,165.73003
077527.jpg,88.064,88.064,157.69601,79.872,120.83201,120.83201,104.448006,165.888,157.69601,161.792
110983.jpg,87.00654,87.00654,165.64706,77.803925,133.0196,137.20262,92.86275,164.81046,168.99347,159.79085
112296.jpg,87.04,87.04,160.42667,68.26667,121.17334,131.41333,119.46667,162.13333,177.49333,150.18668
127948.jpg,87.00654,87.00654,171.50327,78.640526,133.0196,141.38562,85.333336,167.32027,181.54248,160.62746
005912.jpg,87.32113,86.89517,153.13144,91.79367,131.8336,136.09317,84.12645,167.401,138.43594,174.00333
106476.jpg,87.41463,87.41463,168.58536,85.073166,136.58536,146.7317,76.4878,166.2439,160.0,167.02438
131244.jpg,88.13114,88.13114,172.06557,73.44262,138.49179,134.29507,96.52458,169.96721,184.65573,155.27869
132647.jpg,86.97832,87.595184,160.38554,87.595184,113.50362,137.56145,92.53012,168.40482,157.30121,169.63857
161184.jpg,88.064,88.064,176.128,102.4,124.92801,155.64801,75.776,167.936,157.69601,184.32
074187.jpg,87.652176,89.04348,161.39131,84.86957,122.434784,141.91304,96.0,166.95653,164.17392,166.95653
093666.jpg,90.83871,82.58064,175.77881,95.5576,136.84793,149.82489,77.86175,168.70045,152.18433,179.31798
127737.jpg,87.48202,87.48202,174.04317,79.194244,134.44604,144.57555,93.007195,168.51799,183.2518,161.15108
144230.jpg,87.77143,87.77143,164.57143,84.11429,118.85715,142.62857,98.74286,170.05714,179.2,166.4
084063.jpg,87.466675,87.466675,168.53334,80.00001,133.33334,139.73334,96.00001,165.33334,172.8,162.13335
058508.jpg,86.77966,86.77966,171.38983,69.42373,134.50847,154.0339,128.0,169.22034,210.44067,149.69492
002745.jpg,86.88484,88.43636,178.42424,83.781815,128.77576,148.94545,88.43636,169.11514,193.93939,166.01212
072061.jpg,88.064,88.064,159.744,83.968,122.880005,137.216,92.16,169.98401,159.744,165.888
015510.jpg,86.97436,86.97436,157.53847,96.82051,124.71795,152.61539,70.5641,169.02565,132.92308,177.23077
034694.jpg,87.614975,88.983955,169.75401,94.45989,134.16043,142.37433,71.187164,169.75401,175.22995,176.59894
098216.jpg,87.54978,87.54978,158.4762,100.84849,127.445885,151.82684,66.49351,169.55844,132.98701,178.42424
109229.jpg,87.77143,87.77143,184.31999,78.994286,149.21143,149.21143,86.30857,169.69142,197.48572,160.91429
129783.jpg,87.77143,87.77143,171.15428,73.14285,133.12,143.36,108.25143,168.22858,188.70857,155.06285
025600.jpg,87.81395,87.81395,168.18605,81.860466,123.53488,141.39536,102.69768,166.69768,174.13954,163.72093
035695.jpg,87.47739,87.47739,172.38191,91.336685,127.35678,145.36684,83.61809,167.23618,178.81407,173.66833
097683.jpg,88.43636,88.43636,181.52727,90.76363,127.99999,153.59999,86.109085,167.56363,190.83636,172.21817
127204.jpg,87.77143,87.77143,169.69142,81.92,115.56571,152.13715,105.325714,165.30286,206.26285,163.84
146781.jpg,87.04,87.04,165.54668,88.746666,139.94667,136.53334,73.386665,168.96,172.37334,168.96
153454.jpg,88.064,88.064,161.792,83.968,120.83201,139.264,98.304,169.98401,169.98401,165.888
038575.jpg,86.77966,86.77966,164.88136,78.10169,132.33899,138.84746,104.13559,169.22034,162.71187,160.54237
056257.jpg,87.81395,87.81395,174.13954,77.39535,126.51163,147.34883,101.209305,168.18605,196.46512,159.25581
058911.jpg,87.652176,89.04348,180.86957,91.82609,137.73914,154.43478,75.13044,171.13043,182.26088,173.91304
135135.jpg,88.41237,88.41237,172.86597,85.77319,139.87628,141.19588,81.81443,170.22679,182.10309,164.94846
079414.jpg,88.35398,88.35398,174.44247,56.63717,138.19469,144.99115,124.60177,169.9115,224.28319,135.9292
034916.jpg,88.22599,88.22599,180.79095,83.88701,133.06215,153.31073,88.22599,169.22034,192.36159,166.32768
052618.jpg,86.97436,86.97436,170.66667,86.97436,122.25641,152.61539,97.64103,167.38461,166.5641,169.02565
027755.jpg,88.0,88.0,174.0,94.0,140.0,154.0,68.0,170.0,158.0,170.0
072166.jpg,87.365074,87.365074,180.8254,99.55555,119.19576,152.38095,78.560844,168.63492,173.37566,181.50264
039360.jpg,86.89051,86.89051,161.63504,70.07299,113.9854,144.81752,117.722626,169.10948,186.86131,152.29198
003313.jpg,86.85715,88.38095,179.80952,96.0,138.66667,144.7619,77.71429,170.66667,170.66667,178.28572
008938.jpg,87.28753,87.28753,172.62086,81.424934,115.29771,140.70229,98.36132,168.71246,183.69466,163.50127
032528.jpg,86.88484,88.43636,166.01212,100.84848,122.569695,158.25455,74.472725,170.66666,138.08484,179.97575
010501.jpg,87.57895,86.23158,168.42107,91.621056,126.65263,142.82106,91.621056,168.42107,154.94737,169.76843
047805.jpg,86.928345,87.72585,172.26167,87.72585,141.95638,149.13396,88.52336,169.86916,165.88162,165.88162
108547.jpg,87.30636,86.566475,169.43352,80.6474,114.682076,136.87862,99.14451,168.69363,167.21387,162.77457
143118.jpg,88.13114,88.13114,182.55737,92.327866,140.59015,138.49179,83.93442,169.96721,174.16393,174.16393
043417.jpg,88.0,88.0,172.0,92.0,127.0,142.0,92.0,170.0,162.0,174.0
050005.jpg,87.37201,87.37201,166.88054,90.86689,132.80545,130.1843,88.24573,169.5017,156.3959,166.88054
055456.jpg,87.24022,87.24022,173.76537,105.8324,131.57541,162.32402,72.938545,169.47485,144.44693,185.92178
081081.jpg,87.20879,87.20879,174.41759,87.20879,126.59341,147.6923,94.24176,167.38461,167.38461,168.79121
016941.jpg,87.3271,88.52336,162.69159,95.70093,137.57008,144.74767,88.52336,171.06541,149.5327,175.85046
037992.jpg,88.0,88.0,172.0,88.0,123.0,152.0,100.0,166.0,166.0,170.0
082328.jpg,87.44554,87.44554,169.82178,67.16831,126.73267,140.67326,120.396034,164.75247,187.56435,149.54456
095113.jpg,87.323616,87.323616,165.69096,59.708458,133.59767,135.09038,119.416916,164.94461,185.84258,141.80759
119081.jpg,86.85715,88.38095,170.66667,92.952385,129.52382,143.2381,92.952385,170.66667,158.4762,172.19048
133705.jpg,87.44554,87.44554,169.82178,69.70297,138.13861,133.0693,100.11881,169.82178,187.56435,152.07921
106705.jpg,86.91358,92.44444,152.49384,72.69136,128.0,121.679016,109.82716,168.2963,163.55556,154.8642
065989.jpg,88.49383,88.49383,164.34567,79.012344,124.83951,135.90123,101.1358,169.08643,170.66667,161.18518
105707.jpg,87.80676,87.80676,157.0628,81.623184,118.72464,133.56522,98.937195,166.95651,157.0628,163.24637
149963.jpg,87.44554,106.455444,168.55446,96.31683,120.396034,162.21782,97.58416,188.83168,186.29703,177.42574
017657.jpg,88.064,88.064,163.84001,79.872,131.072,137.216,98.304,169.98401,172.03201,161.792
087492.jpg,87.52137,86.42735,163.00856,78.76923,124.71796,134.5641,99.55556,167.38463,165.1966,160.82053
117353.jpg,88.22599,88.22599,167.77402,80.994354,120.0452,137.40112,91.118645,167.77402,177.8983,163.43503
124011.jpg,86.928345,87.72585,157.90654,68.58567,129.19626,123.6137,117.23364,162.69159,168.27414,150.72897
050710.jpg,87.80676,92.753624,165.7198,82.8599,126.14493,147.16908,103.884056,174.37682,173.14009,163.24637
054940.jpg,87.81395,87.81395,171.1628,80.37209,132.46512,130.97675,95.25581,169.67442,181.58139,162.23256
080711.jpg,80.26403,88.712875,153.76898,87.0231,110.67987,136.02641,87.0231,172.35645,148.69968,172.35645
147735.jpg,87.52137,86.42735,169.57266,85.333336,131.28206,128.0,88.61539,168.47864,172.8547,166.2906
016333.jpg,89.04347,89.04347,160.27826,84.5913,122.43478,135.7913,97.94782,171.40869,160.27826,164.73042
055737.jpg,86.77966,86.77966,167.05084,88.94915,130.1695,136.67796,80.27119,169.22034,164.88136,169.22034
087939.jpg,87.06599,88.36548,167.63452,77.96954,128.64975,141.64467,109.15736,167.63452,185.82741,159.83755
110016.jpg,88.19138,88.19138,172.70813,72.26794,129.83731,144.53587,112.68899,170.25836,200.88037,154.33492
151769.jpg,87.57895,87.57895,157.8346,78.9173,124.150375,131.84962,101.052635,166.49625,161.68422,160.7218
116046.jpg,87.54978,87.54978,167.342,74.25108,123.012985,139.63637,99.74026,169.55844,188.39827,156.25974
154965.jpg,88.0,88.0,164.8,75.200005,118.4,139.2,104.0,169.6,182.40001,156.8
087742.jpg,87.24378,87.88059,157.93034,101.25373,133.09453,131.82089,92.97512,170.02985,143.9204,174.48756
006934.jpg,87.111115,88.88889,174.22223,76.44444,124.44444,142.22223,104.88889,170.66667,193.77779,158.22223
058370.jpg,87.5539,87.5539,176.05948,93.26394,117.05576,143.7026,89.457245,169.39777,165.59108,173.20445
049852.jpg,87.32204,87.32204,183.32204,96.54237,137.76271,151.86441,79.18644,169.22034,173.55933,175.72882
032697.jpg,87.77143,87.77143,187.24571,84.84571,144.82286,143.36,83.38286,169.69142,191.63428,165.30286
119079.jpg,87.22964,87.22964,169.40248,87.22964,113.77779,138.42964,95.446915,166.87408,161.1852,169.40248
049007.jpg,87.824814,87.824814,188.72992,95.29927,128.93431,156.9635,85.95621,170.0438,183.12408,175.64963
134451.jpg,88.35398,88.35398,185.76991,92.88496,131.39822,154.0531,88.35398,169.9115,185.76991,174.44247
162657.jpg,87.57895,86.23158,169.76843,86.23158,126.65263,129.34738,99.70527,168.42107,165.72632,168.42107
012323.jpg,89.04347,89.04347,171.40869,84.5913,126.88695,131.33913,102.399994,171.40869,164.73042,166.95651
025499.jpg,88.0,88.0,186.0,94.0,120.0,150.0,82.0,170.0,176.0,176.0
044175.jpg,88.81632,88.81632,184.59863,81.85034,139.31973,135.83673,95.78231,170.66666,191.56462,163.70068
071937.jpg,88.22599,88.22599,185.12994,86.77966,134.50847,140.2938,94.0113,170.66667,188.0226,166.32768
085290.jpg,87.06599,88.36548,168.934,90.96446,118.25381,142.94415,97.46193,170.2335,155.93909,172.83249
120890.jpg,88.0,88.0,174.40001,91.200005,132.8,144.0,97.6,169.6,169.6,168.0
124508.jpg,86.89051,86.89051,180.32117,85.0219,125.19708,144.81752,98.10219,169.10948,183.12408,166.30656
145045.jpg,88.00001,123.42857,174.85715,124.571434,136.0,182.85715,99.42857,205.7143,164.57144,203.42857
145727.jpg,88.49383,88.49383,183.30864,83.75309,134.32098,148.54321,93.234566,170.66667,188.04938,165.92593
091196.jpg,87.77143,87.77143,166.76572,87.77143,127.26857,140.43428,100.93714,169.69142,157.98857,169.69142
115468.jpg,86.928345,87.72585,189.00934,92.5109,131.58878,150.72897,77.35825,169.86916,179.43924,173.85669
009688.jpg,87.77143,87.77143,157.25714,89.6,128.0,138.97144,95.08572,170.05714,146.28572,171.88571
013805.jpg,86.89051,86.89051,161.63504,100.905106,136.40875,138.27737,76.61314,169.10948,155.0949,181.25548
023891.jpg,87.63964,87.63964,161.44145,73.8018,123.771774,136.07208,107.62763,168.36037,168.36037,156.06006
006540.jpg,87.20879,87.20879,175.82417,84.39561,130.81319,156.13187,87.20879,168.79121,182.85715,165.97803
008211.jpg,88.13114,88.13114,174.16393,92.327866,127.99999,144.78688,83.93442,169.96721,169.96721,174.16393
053866.jpg,87.824814,87.824814,151.35767,67.27007,110.24818,132.67154,123.32847,162.56934,171.91241,149.48904
092254.jpg,87.20879,87.20879,157.53847,90.02198,135.03297,137.84616,92.83517,168.79121,144.87912,168.79121
032664.jpg,87.824814,87.824814,155.0949,95.29927,132.67154,140.14598,91.56204,170.0438,143.88321,175.64963
078898.jpg,87.111115,88.88889,158.22223,78.22222,124.44444,131.55556,112.0,167.11111,163.55556,160.0
015283.jpg,87.67123,87.67123,163.65295,81.82648,125.07762,132.09132,101.69862,168.32877,158.97716,163.65295
076480.jpg,87.04,87.89333,160.42667,124.58667,112.64,168.10667,43.52,169.81334,110.933334,201.38667
023246.jpg,87.614975,87.614975,169.75401,82.13904,130.05348,143.74332,90.35294,164.27808,164.27808,164.27808
065094.jpg,87.459076,87.459076,178.56227,73.793594,133.01068,155.78647,110.23487,169.45195,201.33807,155.78647
133210.jpg,88.81632,88.81632,174.14966,50.5034,141.06122,135.83673,132.35374,167.18367,214.20407,132.35374
152630.jpg,88.49383,88.49383,173.82716,77.4321,135.90123,146.96297,99.55556,170.66667,180.14815,156.44444
024171.jpg,88.81632,88.81632,172.40816,94.04082,128.0,146.2857,83.591835,169.79591,167.18367,172.40816
062180.jpg,87.81395,87.81395,177.11627,95.25581,133.95349,154.7907,80.37209,166.69768,163.72093,177.11627
073917.jpg,86.77966,86.77966,171.38983,149.69492,117.15254,171.38983,30.37288,169.22034,112.81356,227.79662
109754.jpg,87.824814,87.824814,170.0438,127.06569,127.06569,166.30656,39.240875,170.0438,130.80292,205.54744
142204.jpg,87.04,87.04,157.01334,87.04,119.46667,138.24,95.57333,168.96,146.77333,168.96
179061.jpg,87.77143,87.77143,157.25714,84.11429,122.51429,137.14285,98.74286,170.05714,157.25714,164.57143
165975.jpg,87.06599,88.36548,168.934,84.467,116.954315,145.54315,97.46193,170.2335,183.22842,166.33502
168474.jpg,87.63964,87.63964,162.5946,89.945946,123.38739,138.37839,91.0991,169.51352,157.98198,170.66667
177110.jpg,87.652176,89.04348,165.56522,104.34783,115.478264,141.91304,72.347824,171.13043,148.86957,185.04349
176927.jpg,87.824814,87.824814,162.56934,89.69343,123.32847,136.40875,87.824814,170.0438,158.83212,170.0438
178166.jpg,86.89051,86.89051,175.64963,81.28467,137.34306,145.75183,87.824814,169.10948,182.18977,163.50365
182319.jpg,88.19138,88.19138,167.80861,84.51675,123.71291,146.98564,91.86603,166.58372,164.13397,166.58372
167501.jpg,86.990295,89.47573,166.52428,86.990295,111.84466,136.69904,86.990295,171.49515,169.0097,169.0097
180559.jpg,87.38956,87.38956,172.72289,82.24899,124.4016,143.93573,91.50201,169.63855,183.00401,163.46988
182281.jpg,88.81632,88.81632,167.18367,102.7483,118.42177,149.7687,74.88435,170.66666,146.2857,184.59863
167372.jpg,87.47739,87.47739,164.66331,84.90452,126.07035,141.50754,90.05025,169.80904,165.94975,167.23618
173698.jpg,87.57895,86.23158,156.29474,70.06316,117.221054,130.69475,109.13685,165.72632,171.1158,152.25264
174250.jpg,87.8524,87.8524,167.20296,94.46494,120.91513,135.08487,85.963104,170.0369,158.70111,175.7048
181880.jpg,87.5539,87.5539,161.78438,88.50558,116.10409,135.13754,91.360596,169.39777,157.97769,169.39777
170408.jpg,76.0,96.0,150.66667,90.0,99.333336,144.0,84.66667,180.0,152.0,177.33334
173550.jpg,87.5539,87.5539,166.54276,90.40892,141.79926,137.0409,82.79554,169.39777,165.59108,172.25279
180243.jpg,87.20879,87.20879,168.79121,94.24176,122.37363,143.47253,81.58242,168.79121,164.57143,175.82417
175940.jpg,86.92093,86.92093,157.17209,81.56279,116.093025,135.14418,101.80465,167.29303,164.31628,163.72093
176109.jpg,88.0,88.0,166.40001,89.6,118.4,137.6,88.0,169.6,158.40001,171.2
178848.jpg,87.63964,87.63964,173.74174,83.02703,136.07208,148.37238,87.63964,169.12914,179.12312,165.2853
173461.jpg,86.45614,87.57895,167.29825,78.59649,113.40351,121.26316,94.31579,169.54385,162.80702,159.4386
167943.jpg,88.61539,88.61539,181.16924,76.8,139.81538,139.81538,100.43077,171.32307,196.92308,159.50769
166015.jpg,86.98069,87.96911,171.98456,94.88803,127.50579,128.4942,73.14285,170.00772,175.93822,176.92664
164627.jpg,87.77143,87.77143,162.74286,89.6,135.31429,120.685715,82.28571,170.05714,159.08571,171.88571
170790.jpg,87.04,87.04,179.2,87.04,143.36,128.0,78.50667,168.96,187.73334,167.25334
171769.jpg,87.77143,87.77143,177.0057,109.71429,127.26857,149.21143,65.82857,169.69142,162.37714,191.63428
